"cid","age","job","marital","education","default","balance","housing","loan"
"C20396",34,"technician","single","3","no",1039,"no","no"
"C20401",47,"blue-collar","married","2","no",2787,"no","no"
"C20403",59,"admin.","divorced","2","no",636,"no","no"
"C20404",30,"management","single","3","no",115,"no","no"
"C20405",30,"housemaid","single","3","no",3362,"no","no"
"C20409",32,"management","divorced","3","no",948,"no","no"
"C20410",59,"management","married","3","no",37,"no","no"
"C20417",56,"blue-collar","married","2","no",2395,"no","no"
"C20418",51,"admin.","married","2","no",1535,"no","no"
"C20425",54,"management","married","3","no",3020,"no","no"
"C20426",33,"management","divorced","3","no",-336,"no","no"
"C20429",33,"management","married","3","no",855,"yes","yes"
"C20435",39,"management","married","2","no",1880,"no","no"
"C20441",54,"housemaid","married","1","no",212,"no","no"
"C20446",35,"management","married","3","no",1383,"no","no"
"C20447",58,"management","married","3","no",5942,"no","no"
"C20450",42,"management","divorced","3","no",1622,"yes","no"
"C20451",42,"technician","single","2","yes",0,"no","yes"
"C20456",49,"management","married","2","no",0,"no","no"
"C20462",32,"management","single","3","no",100,"no","no"
"C20464",58,"technician","married","2","no",1463,"yes","no"
"C20466",36,"management","single","3","no",419,"no","no"
"C20472",37,"management","single","3","no",553,"no","no"
"C20478",58,"retired","married","1","no",1472,"no","no"
"C20479",30,"management","single","2","no",24,"no","no"
"C20483",54,"management","single","3","no",2419,"yes","no"
"C20487",32,"technician","single","2","no",5,"no","no"
"C20489",31,"management","married","3","yes",-253,"no","no"
"C20491",31,"technician","single","3","no",438,"yes","no"
"C20494",41,"management","married","3","no",2781,"yes","no"
"C20495",30,"management","single","3","no",443,"yes","yes"
"C20496",55,"management","divorced","3","no",277,"no","no"
"C20505",47,"management","single","3","no",0,"no","no"
"C20506",32,"technician","single","2","no",-114,"no","no"
"C20508",50,"technician","married","3","no",5907,"yes","yes"
"C20511",44,"self-employed","married","1","no",614,"no","no"
"C20513",30,"management","single","3","no",1038,"no","no"
"C20515",35,"technician","married","2","no",1067,"no","yes"
"C20517",30,"technician","single","2","no",281,"no","no"
"C20518",42,"unemployed","divorced","2","no",759,"no","no"
"C20521",43,"management","married","3","no",-526,"no","no"
"C20526",34,"management","single","3","no",2835,"yes","no"
"C20528",54,"management","married","3","no",11563,"yes","no"
"C20529",45,"blue-collar","married","1","no",1951,"no","no"
"C20532",49,"management","married","3","no",350,"no","no"
"C20533",46,"blue-collar","married","1","no",2269,"yes","no"
"C20538",33,"management","married","3","no",1399,"no","no"
"C20540",31,"management","married","2","no",1368,"yes","no"
"C20542",34,"technician","married","2","no",-136,"yes","yes"
"C20543",31,"management","single","3","no",86,"no","no"
"C20545",54,"management","married","3","no",1411,"no","no"
"C20549",57,"blue-collar","married","2","no",6004,"yes","no"
"C20550",34,"technician","single","3","no",23919,"no","no"
"C20553",37,"unemployed","married","2","no",117,"no","no"
"C20556",54,"management","married","3","no",1146,"yes","no"
"C20559",57,"management","divorced","3","no",8897,"yes","no"
"C20562",57,"retired","married","2","no",2714,"no","no"
"C20563",41,"technician","divorced","2","no",1631,"yes","no"
"C20565",32,"technician","single","3","no",720,"no","no"
"C20566",38,"technician","married","3","no",940,"no","no"
"C20570",30,"management","married","3","no",1567,"yes","no"
"C20573",45,"admin.","married","2","no",362,"no","no"
"C20589",50,"management","married","3","no",2296,"no","no"
"C20597",48,"blue-collar","married","2","no",426,"yes","yes"
"C20612",59,"retired","married","2","no",566,"no","no"
"C20617",52,"services","married","2","no",1579,"no","yes"
"C20618",49,"blue-collar","married","2","no",553,"no","no"
"C20619",50,"management","married","3","no",258,"no","no"
"C20621",41,"management","married","3","no",8553,"yes","no"
"C20623",38,"management","married","3","no",1223,"no","no"
"C20624",49,"self-employed","married","3","no",599,"no","no"
"C20625",31,"management","single","3","no",1858,"no","no"
"C20627",54,"blue-collar","married","1","no",1173,"no","no"
"C20628",31,"technician","single","3","no",208,"no","no"
"C20632",34,"management","married","3","no",520,"yes","no"
"C20633",47,"services","married","2","no",27,"no","no"
"C20636",31,"management","single","3","no",1289,"yes","no"
"C20639",33,"management","single","3","no",87,"no","no"
"C20641",47,"technician","married","3","no",545,"yes","no"
"C20642",54,"admin.","married","2","no",4943,"no","no"
"C20647",32,"technician","married","2","no",11431,"no","no"
"C20648",32,"management","married","3","no",2414,"no","no"
"C20649",59,"retired","married","2","no",278,"no","no"
"C20652",47,"blue-collar","married","1","no",570,"no","no"
"C20653",48,"blue-collar","married","1","no",3020,"no","no"
"C20654",50,"management","married","3","no",1240,"no","no"
"C20662",30,"management","single","3","no",349,"no","no"
"C20664",48,"services","married","2","no",1355,"no","no"
"C20665",51,"admin.","married","2","no",771,"no","yes"
"C20666",54,"technician","married","2","no",479,"no","no"
"C20671",36,"management","married","3","no",0,"no","no"
"C20673",48,"unemployed","married","1","no",9622,"no","no"
"C20677",36,"technician","married","2","no",295,"no","no"
"C20679",44,"technician","married","2","no",267,"no","yes"
"C20682",30,"management","single","3","no",4210,"no","no"
"C20684",32,"management","single","3","no",3199,"no","no"
"C20687",32,"technician","married","2","no",3095,"no","no"
"C20688",33,"management","divorced","3","no",2695,"yes","no"
"C20690",51,"unemployed","married","2","no",2254,"no","no"
"C20695",57,"blue-collar","married","1","no",0,"no","no"
"C20696",33,"management","married","2","no",-285,"yes","no"
"C20698",50,"technician","married","2","no",1824,"yes","no"
"C20700",60,"retired","married","","no",878,"no","no"
"C20701",34,"management","married","3","no",1293,"yes","no"
"C20702",45,"entrepreneur","married","3","no",2476,"no","no"
"C20703",55,"housemaid","married","1","no",0,"no","no"
"C20704",33,"technician","married","2","no",0,"no","no"
"C20706",55,"housemaid","married","1","no",1642,"no","no"
"C20710",45,"management","divorced","3","no",2096,"no","no"
"C20715",52,"technician","married","2","no",-384,"yes","no"
"C20718",32,"housemaid","married","1","no",163,"no","no"
"C20726",40,"technician","married","2","no",42,"no","no"
"C20727",45,"admin.","married","2","yes",-571,"no","no"
"C20731",57,"management","divorced","3","no",160,"no","no"
"C20732",54,"retired","married","1","no",309,"no","no"
"C20735",35,"technician","married","2","no",-180,"no","yes"
"C20737",31,"entrepreneur","single","3","yes",-405,"yes","yes"
"C20740",32,"management","single","3","no",297,"no","no"
"C20751",57,"blue-collar","married","","no",2449,"no","no"
"C20752",45,"management","married","3","no",324,"no","no"
"C20760",47,"unemployed","married","2","no",432,"no","no"
"C20761",53,"technician","married","2","no",230,"no","yes"
"C20766",33,"management","single","3","no",2302,"yes","no"
"C20767",35,"management","married","3","no",481,"no","no"
"C20779",32,"management","married","3","no",1337,"no","no"
"C20789",34,"technician","married","3","no",8463,"no","no"
"C20795",55,"technician","married","2","no",303,"no","yes"
"C20796",40,"technician","divorced","2","no",275,"no","no"
"C20798",51,"management","divorced","3","no",0,"no","no"
"C20801",51,"","married","2","no",0,"no","no"
"C20803",55,"retired","married","1","no",0,"yes","yes"
"C20805",36,"management","single","2","no",0,"no","no"
"C20808",35,"technician","single","3","no",2453,"yes","no"
"C20813",50,"management","married","3","no",4,"no","no"
"C20815",58,"retired","married","3","no",0,"no","no"
"C20817",47,"admin.","married","2","no",769,"yes","no"
"C20819",31,"technician","single","2","no",4,"no","no"
"C20822",59,"retired","married","1","no",249,"no","no"
"C20823",45,"technician","married","2","no",144,"no","no"
"C20826",32,"management","single","3","no",1047,"yes","no"
"C20831",35,"technician","divorced","2","no",3549,"yes","no"
"C20834",40,"management","married","3","no",66,"no","no"
"C20836",60,"blue-collar","married","1","no",0,"no","yes"
"C20837",40,"technician","married","2","no",95,"no","no"
"C20845",58,"services","married","2","no",627,"no","no"
"C20846",36,"management","married","3","no",274,"no","no"
"C20849",52,"unemployed","married","2","no",9139,"no","no"
"C20853",59,"blue-collar","married","2","no",10054,"no","no"
"C20854",59,"retired","married","2","no",25947,"no","no"
"C20856",55,"technician","married","2","no",199,"no","no"
"C20859",41,"management","divorced","3","no",4329,"yes","no"
"C20871",32,"management","single","3","no",90,"no","no"
"C20874",30,"management","married","2","no",877,"yes","yes"
"C20880",43,"management","divorced","3","no",666,"no","no"
"C20889",53,"technician","divorced","2","no",1950,"no","no"
"C20899",33,"technician","married","2","no",3,"no","no"
"C20903",42,"management","married","3","no",17,"no","no"
"C20908",43,"technician","married","3","no",1201,"yes","yes"
"C20913",47,"technician","married","2","no",599,"yes","no"
"C20919",30,"technician","married","2","no",574,"no","no"
"C20921",51,"technician","married","2","no",427,"no","no"
"C20924",47,"blue-collar","married","2","no",1021,"no","no"
"C20925",56,"blue-collar","married","1","no",397,"yes","no"
"C20926",54,"services","married","2","no",6376,"no","no"
"C20927",36,"management","single","3","no",202,"no","no"
"C20931",30,"admin.","married","3","no",631,"no","no"
"C20936",37,"management","single","3","no",455,"yes","no"
"C20944",58,"retired","married","2","no",8332,"no","no"
"C20946",48,"admin.","married","","no",3756,"no","no"
"C20948",52,"technician","married","2","no",1064,"no","no"
"C20953",51,"housemaid","married","1","no",137,"no","no"
"C20959",36,"technician","married","2","no",930,"no","no"
"C20960",36,"management","married","3","no",406,"no","no"
"C20965",34,"technician","divorced","2","no",-324,"no","no"
"C20969",57,"technician","divorced","2","no",3043,"no","no"
"C20971",53,"blue-collar","married","2","no",427,"no","yes"
"C20974",59,"blue-collar","married","1","no",3062,"yes","no"
"C20983",57,"","married","1","no",270,"no","no"
"C20987",47,"admin.","married","2","no",6703,"no","no"
"C20988",40,"housemaid","married","2","no",4610,"no","no"
"C20992",48,"management","married","3","no",2498,"no","no"
"C20994",56,"technician","married","2","no",2065,"no","no"
"C21000",54,"services","married","2","no",131,"no","no"
"C21004",37,"management","single","3","no",131,"no","no"
"C21005",55,"retired","married","1","no",3334,"no","no"
"C21009",57,"retired","married","2","no",663,"no","no"
"C21012",39,"technician","married","3","no",99,"no","no"
"C21016",50,"management","single","3","no",490,"no","no"
"C21018",57,"technician","married","2","no",2625,"no","no"
"C21024",33,"technician","single","3","no",0,"no","no"
"C21026",60,"services","married","2","no",2858,"no","no"
"C21028",36,"technician","single","3","no",306,"no","no"
"C21033",50,"services","married","2","no",961,"no","yes"
"C21034",37,"management","married","3","no",4332,"no","no"
"C21046",36,"technician","married","2","no",3579,"no","no"
"C21049",31,"management","single","3","no",10112,"yes","no"
"C21051",43,"management","married","3","no",696,"no","no"
"C21052",30,"management","single","2","no",1299,"no","no"
"C21053",30,"management","married","3","no",4022,"no","no"
"C21056",31,"technician","married","2","no",3322,"yes","no"
"C21057",54,"entrepreneur","married","3","no",345,"no","no"
"C21059",30,"management","single","2","no",135,"no","no"
"C21061",58,"management","married","3","no",361,"no","no"
"C21065",51,"housemaid","married","2","no",429,"no","no"
"C21069",39,"management","divorced","3","no",1387,"yes","no"
"C21077",30,"management","single","3","no",3905,"no","no"
"C21078",31,"technician","single","2","no",2916,"no","no"
"C21084",42,"self-employed","married","2","no",68,"no","no"
"C21086",51,"technician","married","3","no",4455,"no","no"
"C21098",57,"technician","divorced","2","no",372,"no","no"
"C21099",56,"blue-collar","married","2","no",1119,"yes","no"
"C21102",33,"management","single","3","no",637,"no","no"
"C21103",32,"management","single","3","no",1512,"no","yes"
"C21105",36,"technician","single","2","no",318,"no","no"
"C21108",38,"management","married","3","no",-498,"no","no"
"C21112",46,"blue-collar","married","1","no",2118,"no","no"
"C21113",33,"technician","single","3","no",3255,"no","no"
"C21114",43,"self-employed","married","3","no",423,"no","no"
"C21115",49,"services","married","2","no",1314,"no","no"
"C21117",42,"management","married","3","no",36,"no","no"
"C21125",60,"housemaid","married","","no",491,"no","no"
"C21127",49,"blue-collar","married","2","no",0,"no","no"
"C21128",46,"blue-collar","married","1","no",1533,"no","yes"
"C21134",32,"technician","single","3","no",6284,"no","no"
"C21136",48,"services","married","2","no",300,"no","no"
"C21144",33,"housemaid","married","2","no",8,"yes","no"
"C21161",52,"technician","married","3","no",104,"no","no"
"C21163",37,"technician","married","2","no",588,"yes","no"
"C21167",46,"technician","divorced","2","no",0,"no","no"
"C21175",45,"services","married","2","no",567,"yes","no"
"C21177",50,"management","single","3","no",1200,"no","no"
"C21179",58,"self-employed","married","3","no",584,"yes","no"
"C21186",60,"housemaid","married","1","no",15,"no","no"
"C21189",42,"housemaid","married","2","no",327,"no","no"
"C21193",52,"blue-collar","married","1","no",66653,"no","no"
"C21196",45,"management","divorced","3","no",2307,"no","no"
"C21200",31,"technician","married","2","no",547,"no","no"
"C21201",51,"management","married","3","no",7197,"no","no"
"C21202",45,"blue-collar","married","1","no",147,"no","no"
"C21203",34,"management","single","3","no",454,"no","no"
"C21205",31,"blue-collar","married","2","no",401,"no","no"
"C21207",46,"management","married","3","no",3,"no","no"
"C21208",46,"blue-collar","married","2","no",456,"no","yes"
"C21209",35,"management","single","3","no",51,"no","no"
"C21212",48,"admin.","married","2","no",112,"no","no"
"C21214",45,"blue-collar","married","2","no",240,"no","no"
"C21218",48,"management","divorced","3","no",869,"no","no"
"C21219",31,"management","single","3","no",4247,"no","no"
"C21224",33,"self-employed","married","2","no",0,"no","no"
"C21226",32,"technician","single","2","no",0,"no","no"
"C21234",59,"retired","married","1","no",574,"no","no"
"C21241",36,"housemaid","divorced","3","no",7296,"yes","no"
"C21243",31,"management","single","3","no",63,"no","no"
"C21244",35,"management","married","3","no",750,"yes","no"
"C21246",45,"services","married","2","no",4971,"no","no"
"C21248",49,"blue-collar","married","1","no",154,"yes","no"
"C21269",54,"retired","married","1","no",11,"yes","yes"
"C21274",34,"management","married","3","no",176,"no","no"
"C21275",55,"blue-collar","married","2","no",1901,"no","no"
"C21276",36,"services","divorced","2","no",127,"no","no"
"C21281",57,"housemaid","married","1","no",50,"no","no"
"C21283",48,"services","divorced","2","no",297,"no","no"
"C21285",37,"self-employed","married","2","no",3396,"no","no"
"C21286",33,"unemployed","married","3","no",3335,"no","no"
"C21289",44,"self-employed","married","3","no",8402,"yes","no"
"C21290",35,"management","single","3","no",2306,"no","no"
"C21291",35,"management","divorced","3","no",0,"no","no"
"C21292",58,"blue-collar","married","2","no",0,"no","no"
"C21295",36,"management","married","3","no",6,"yes","no"
"C21296",60,"blue-collar","married","2","no",5450,"no","no"
"C21298",52,"management","married","3","no",52,"no","yes"
"C21299",47,"admin.","married","3","no",1979,"no","no"
"C21300",35,"management","single","3","no",1635,"no","no"
"C21306",34,"technician","single","3","no",332,"no","no"
"C21310",51,"technician","married","2","no",2242,"no","no"
"C21313",47,"blue-collar","married","1","no",362,"yes","no"
"C21315",45,"management","married","3","no",4112,"no","no"
"C21318",56,"blue-collar","married","1","no",3206,"no","no"
"C21320",59,"housemaid","married","1","no",1100,"no","no"
"C21322",34,"management","married","3","no",0,"no","no"
"C21324",49,"admin.","married","","no",1101,"no","no"
"C21326",47,"technician","married","2","no",1219,"no","no"
"C21328",33,"technician","married","2","no",804,"no","yes"
"C21330",42,"technician","married","2","no",1018,"no","no"
"C21333",49,"blue-collar","married","1","no",1798,"yes","yes"
"C21337",48,"blue-collar","married","1","no",199,"no","no"
"C21338",33,"technician","single","3","no",389,"no","no"
"C21339",40,"management","married","3","no",2935,"yes","no"
"C21341",54,"blue-collar","married","1","no",0,"no","no"
"C21342",33,"housemaid","married","1","no",813,"no","no"
"C21348",33,"management","single","3","no",134,"no","no"
"C21353",33,"technician","married","2","no",79,"yes","no"
"C21354",42,"management","divorced","3","no",1064,"no","no"
"C21355",60,"housemaid","married","2","no",1211,"no","no"
"C21356",47,"technician","divorced","2","no",236,"no","no"
"C21360",55,"management","married","3","no",0,"no","yes"
"C21361",56,"admin.","divorced","2","no",985,"no","yes"
"C21369",46,"management","divorced","3","no",302,"no","no"
"C21370",32,"technician","divorced","2","no",2870,"no","no"
"C21372",52,"management","married","3","no",3732,"no","no"
"C21375",35,"housemaid","married","1","no",0,"no","no"
"C21379",30,"management","single","2","no",2143,"yes","yes"
"C21382",51,"management","single","3","yes",-55,"yes","no"
"C21383",52,"management","married","3","no",1134,"yes","no"
"C21384",39,"management","married","3","no",3913,"no","no"
"C21389",45,"technician","married","2","no",376,"no","yes"
"C21390",49,"blue-collar","married","2","no",1350,"no","no"
"C21396",45,"self-employed","married","2","no",0,"no","no"
"C21401",36,"technician","single","3","no",53,"no","yes"
"C21404",52,"blue-collar","married","1","no",9804,"yes","yes"
"C21408",33,"technician","single","2","no",199,"no","no"
"C21410",30,"technician","single","2","no",19,"yes","no"
"C21412",48,"technician","married","2","no",427,"no","no"
"C21413",34,"management","single","3","no",757,"no","no"
"C21417",46,"services","married","2","no",250,"no","no"
"C21419",56,"blue-collar","married","2","no",324,"no","no"
"C21424",35,"management","divorced","3","no",771,"yes","yes"
"C21428",43,"management","divorced","3","no",171,"no","no"
"C21430",36,"technician","single","2","no",2603,"yes","no"
"C21433",47,"technician","divorced","2","no",2914,"yes","no"
"C21435",52,"technician","married","2","no",0,"no","no"
"C21440",34,"technician","divorced","2","no",0,"yes","yes"
"C21443",41,"technician","married","2","no",2851,"no","no"
"C21447",45,"technician","married","3","no",121,"no","no"
"C21450",48,"technician","married","3","no",9207,"no","no"
"C21453",45,"technician","married","2","no",256,"no","no"
"C21457",46,"blue-collar","married","1","no",2653,"no","no"
"C21459",33,"management","single","3","yes",-5,"no","no"
"C21462",60,"services","married","1","no",808,"no","no"
"C21465",54,"services","married","2","no",3601,"no","no"
"C21466",30,"management","single","3","no",3045,"no","no"
"C21475",42,"management","married","3","no",3038,"no","no"
"C21478",37,"management","divorced","3","no",481,"yes","no"
"C21479",49,"management","married","3","no",0,"no","no"
"C21480",35,"self-employed","married","2","no",2251,"no","no"
"C21481",39,"management","single","2","no",2644,"no","no"
"C21482",45,"","married","2","no",2119,"no","no"
"C21485",31,"management","married","2","no",0,"no","no"
"C21500",50,"management","divorced","3","no",60,"no","no"
"C21501",35,"management","married","3","no",854,"no","yes"
"C21505",32,"management","single","3","no",146,"no","no"
"C21512",47,"management","married","3","no",0,"no","no"
"C21515",41,"self-employed","married","2","no",1,"no","no"
"C21521",60,"admin.","married","2","no",3043,"no","no"
"C21522",53,"management","married","3","no",210,"no","no"
"C21525",33,"technician","married","2","no",81,"no","no"
"C21536",48,"","married","2","no",-95,"no","no"
"C21543",49,"technician","divorced","3","no",0,"no","no"
"C21545",34,"housemaid","married","3","no",72,"no","no"
"C21546",42,"management","married","3","no",2137,"no","no"
"C21548",56,"retired","married","2","no",20,"no","yes"
"C21549",49,"technician","married","2","no",412,"no","no"
"C21554",45,"entrepreneur","married","2","no",107,"no","no"
"C21558",53,"blue-collar","married","2","no",6657,"yes","no"
"C21560",57,"retired","married","3","no",31,"no","no"
"C21561",32,"management","single","3","no",47,"no","no"
"C21562",49,"technician","married","2","no",673,"yes","no"
"C21565",56,"admin.","married","2","no",33,"yes","no"
"C21570",57,"housemaid","married","1","no",1183,"no","no"
"C21571",33,"technician","single","3","no",27,"no","no"
"C21583",42,"management","divorced","3","no",0,"no","no"
"C21584",46,"technician","single","2","no",182,"no","no"
"C21588",34,"technician","single","2","no",0,"no","no"
"C21596",42,"management","married","2","no",1079,"no","no"
"C21597",36,"technician","married","2","no",632,"yes","no"
"C21600",33,"management","married","3","no",801,"no","no"
"C21603",52,"technician","married","2","no",2095,"yes","yes"
"C21604",32,"technician","single","2","no",10,"no","no"
"C21605",58,"admin.","married","1","no",0,"no","no"
"C21606",56,"management","married","3","no",1282,"no","no"
"C21619",42,"technician","divorced","2","no",248,"no","no"
"C21623",36,"technician","married","2","no",0,"no","no"
"C21624",55,"management","divorced","3","no",17,"no","no"
"C21626",37,"entrepreneur","married","2","no",46,"no","yes"
"C21628",57,"admin.","married","2","no",2120,"no","no"
"C21630",30,"management","single","3","no",0,"no","no"
"C21632",30,"technician","married","2","no",27,"yes","no"
"C21634",34,"technician","married","3","no",5547,"yes","no"
"C21636",35,"technician","married","2","no",141,"yes","no"
"C21639",36,"technician","married","3","no",71,"no","no"
"C21640",58,"management","married","3","no",3228,"no","no"
"C21646",32,"technician","married","2","no",266,"yes","no"
"C21648",33,"management","married","3","no",808,"yes","no"
"C21649",31,"management","single","3","no",0,"no","no"
"C21653",52,"technician","divorced","3","no",0,"no","no"
"C21654",40,"","married","3","no",119,"no","no"
"C21655",50,"blue-collar","married","1","no",-1,"no","no"
"C21658",57,"management","married","3","no",929,"no","no"
"C21661",40,"technician","divorced","2","no",0,"no","no"
"C21670",34,"technician","single","3","no",82,"no","no"
"C21674",43,"technician","married","2","no",227,"yes","yes"
"C21675",45,"management","single","2","no",451,"yes","no"
"C21682",39,"management","married","3","no",1373,"no","no"
"C21685",42,"technician","divorced","2","no",58,"no","no"
"C21707",52,"management","married","3","no",7135,"no","no"
"C21714",34,"management","married","3","no",46,"no","no"
"C21719",32,"management","single","3","no",0,"no","no"
"C21720",32,"technician","married","2","no",0,"no","no"
"C21722",33,"technician","single","2","no",268,"no","no"
"C21730",50,"services","married","2","no",128,"no","no"
"C21732",40,"technician","married","3","no",0,"no","no"
"C21734",48,"blue-collar","married","1","no",147,"no","no"
"C21738",36,"technician","married","2","no",1840,"no","no"
"C21739",53,"blue-collar","married","2","no",20,"no","no"
"C21745",33,"technician","married","2","no",0,"no","no"
"C21749",31,"management","married","3","no",50,"no","no"
"C21754",53,"admin.","married","","no",0,"no","no"
"C21759",36,"management","married","3","no",85,"no","no"
"C21760",56,"technician","married","2","no",1750,"no","no"
"C21761",51,"technician","married","1","no",260,"no","no"
"C21767",33,"technician","divorced","3","no",39,"no","no"
"C21771",48,"blue-collar","married","2","no",0,"no","no"
"C21775",42,"admin.","married","2","no",329,"no","no"
"C21781",35,"technician","divorced","2","no",82,"no","no"
"C21783",55,"blue-collar","married","1","no",-1217,"yes","no"
"C21786",46,"self-employed","married","3","no",226,"no","no"
"C21788",32,"technician","divorced","2","no",3345,"yes","no"
"C21789",43,"technician","divorced","3","no",101,"no","no"
"C21797",46,"admin.","married","2","no",979,"yes","no"
"C21801",43,"self-employed","married","3","no",488,"no","no"
"C21803",31,"technician","married","2","no",0,"no","no"
"C21804",42,"technician","married","2","no",233,"no","no"
"C21805",58,"retired","married","2","no",168,"no","no"
"C21806",53,"management","married","3","no",75,"no","no"
"C21807",42,"technician","married","2","no",439,"no","no"
"C21809",51,"technician","married","2","no",180,"yes","no"
"C21810",41,"technician","divorced","2","no",52,"no","no"
"C21811",41,"management","married","3","no",5561,"no","no"
"C21817",52,"blue-collar","married","2","no",223,"no","no"
"C21818",50,"blue-collar","married","","no",452,"no","no"
"C21823",33,"technician","single","2","yes",-374,"no","yes"
"C21831",47,"technician","divorced","2","no",689,"no","no"
"C21835",53,"management","married","3","no",404,"no","no"
"C21836",33,"management","married","2","yes",7,"no","yes"
"C21839",52,"technician","married","2","no",-33,"no","no"
"C21841",40,"housemaid","divorced","2","no",4328,"no","no"
"C21847",39,"management","married","3","no",51,"no","no"
"C21852",53,"management","married","3","no",15,"no","no"
"C21855",42,"management","single","2","no",164,"no","no"
"C21867",52,"technician","divorced","2","no",511,"no","yes"
"C21870",42,"management","single","3","no",227,"no","no"
"C21872",34,"technician","married","3","no",2069,"no","no"
"C21873",56,"admin.","married","2","no",374,"no","no"
"C21875",38,"management","married","2","no",124,"no","no"
"C21876",33,"management","single","3","no",47,"no","no"
"C21878",51,"unemployed","married","2","no",107,"no","no"
"C21882",54,"blue-collar","married","1","no",2584,"no","no"
"C21884",30,"management","single","2","no",46,"no","no"
"C21885",42,"technician","divorced","2","no",19,"no","no"
"C21886",48,"admin.","married","2","no",0,"no","no"
"C21887",30,"management","married","3","no",1390,"no","no"
"C21890",30,"services","married","2","no",114,"no","no"
"C21892",33,"technician","married","3","yes",56,"no","no"
"C21893",38,"technician","married","3","no",536,"no","no"
"C21894",34,"technician","married","2","no",1194,"no","yes"
"C21895",39,"management","married","3","no",5060,"yes","no"
"C21896",33,"technician","married","2","no",0,"no","no"
"C21898",40,"management","married","2","no",569,"no","no"
"C21901",47,"services","married","1","no",0,"yes","yes"
"C21902",56,"retired","married","1","no",681,"no","no"
"C21903",34,"management","married","3","no",881,"no","no"
"C21904",55,"blue-collar","married","2","no",1218,"no","no"
"C21905",55,"admin.","married","2","no",128,"no","no"
"C21916",37,"technician","married","2","no",-318,"no","no"
"C21917",39,"services","married","3","no",35,"no","no"
"C21919",46,"technician","married","2","no",78,"no","no"
"C21923",34,"technician","married","2","no",1553,"no","no"
"C21926",45,"management","divorced","3","no",-96,"no","yes"
"C21933",41,"technician","married","2","no",-4,"no","no"
"C21936",35,"technician","married","2","no",1144,"no","no"
"C21938",32,"technician","married","2","no",687,"no","no"
"C21949",36,"management","married","3","no",356,"no","no"
"C21957",39,"management","married","3","no",224,"no","no"
"C21958",42,"housemaid","married","1","no",145,"no","no"
"C21959",48,"services","married","2","no",109,"no","yes"
"C21961",47,"technician","married","2","no",275,"no","no"
"C21962",39,"technician","married","2","no",49,"yes","no"
"C21965",38,"management","married","3","no",3440,"no","no"
"C21970",44,"technician","married","2","no",7649,"no","no"
"C21971",53,"technician","married","3","no",988,"no","no"
"C21972",50,"entrepreneur","divorced","3","no",101,"no","no"
"C21973",60,"retired","married","2","no",208,"no","no"
"C21975",31,"technician","married","2","no",0,"no","no"
"C21983",55,"admin.","married","2","no",51,"no","no"
"C21986",35,"management","married","3","no",24,"yes","no"
"C21992",32,"management","married","3","no",7743,"no","no"
"C21996",39,"technician","married","2","no",0,"no","no"
"C21998",47,"services","married","2","no",665,"yes","no"
"C22001",36,"technician","married","2","no",196,"yes","no"
"C22002",43,"technician","married","2","no",481,"no","no"
"C22005",33,"management","divorced","2","no",106,"no","no"
"C22008",33,"management","single","3","no",0,"no","no"
"C22009",47,"services","married","2","no",1717,"no","no"
"C22012",32,"technician","single","2","no",0,"no","no"
"C22015",48,"blue-collar","married","2","no",1143,"yes","no"
"C22019",44,"management","married","3","no",70,"no","no"
"C22022",51,"management","married","3","no",7631,"no","no"
"C22027",38,"technician","single","3","no",221,"no","no"
"C22030",32,"technician","single","2","no",432,"no","no"
"C22031",54,"self-employed","married","3","no",0,"yes","no"
"C22035",38,"management","married","3","no",1555,"no","no"
"C22036",40,"management","married","3","no",2014,"no","no"
"C22043",33,"management","single","3","no",215,"no","no"
"C22044",40,"management","married","3","no",324,"no","no"
"C22047",53,"management","divorced","3","no",913,"no","no"
"C22051",46,"blue-collar","married","2","no",123,"no","no"
"C22053",50,"blue-collar","married","1","no",8000,"yes","no"
"C22054",59,"entrepreneur","married","3","no",-23,"no","yes"
"C22064",48,"management","married","3","no",1567,"yes","no"
"C22066",51,"housemaid","married","1","no",3486,"no","no"
"C22069",54,"housemaid","married","","no",909,"no","no"
"C22071",30,"management","single","3","no",30,"no","no"
"C22072",43,"technician","married","2","no",253,"no","no"
"C22080",34,"technician","single","2","no",0,"no","no"
"C22083",38,"technician","single","2","no",0,"no","no"
"C22087",36,"management","single","3","no",1246,"no","no"
"C22090",51,"management","married","3","no",-3,"no","no"
"C22095",33,"technician","single","3","no",213,"no","no"
"C22096",33,"management","married","3","no",0,"no","no"
"C22097",33,"technician","single","3","no",1805,"no","no"
"C22100",53,"blue-collar","married","","no",0,"no","no"
"C22108",41,"technician","divorced","2","no",988,"no","no"
"C22110",48,"blue-collar","married","1","no",492,"no","yes"
"C22116",50,"management","divorced","3","no",83,"yes","no"
"C22121",30,"technician","single","2","no",-123,"no","yes"
"C22122",31,"technician","single","2","no",388,"no","no"
"C22123",51,"blue-collar","married","1","no",0,"no","no"
"C22130",55,"blue-collar","married","","no",196,"no","no"
"C22131",32,"housemaid","single","3","no",4,"yes","no"
"C22133",53,"blue-collar","married","1","no",2295,"no","no"
"C22134",52,"blue-collar","married","1","no",924,"no","no"
"C22136",36,"technician","married","2","no",1130,"no","no"
"C22138",33,"housemaid","married","1","no",167,"no","no"
"C22139",34,"management","married","3","no",468,"no","no"
"C22140",47,"management","single","3","no",0,"no","no"
