cid,contact,day,month,duration,campaign,pdays,previous,poutcome,y
C22523,cellular,22,aug,198,2,-1,0,,no
C22527,cellular,22,aug,371,4,-1,0,,no
C22529,cellular,22,aug,105,3,-1,0,,no
C22531,cellular,22,aug,91,16,-1,0,,no
C22538,telephone,22,aug,28,4,-1,0,,no
C22542,cellular,22,aug,186,2,-1,0,,no
C22547,cellular,22,aug,277,3,-1,0,,no
C22548,cellular,22,aug,175,1,-1,0,,no
C22550,cellular,22,aug,97,5,-1,0,,no
C22558,cellular,22,aug,154,5,-1,0,,no
C22563,cellular,22,aug,157,1,-1,0,,no
C22565,cellular,22,aug,129,3,-1,0,,no
C22566,cellular,22,aug,661,1,-1,0,,no
C22570,cellular,22,aug,78,3,-1,0,,no
C22571,cellular,22,aug,381,6,-1,0,,no
C22580,cellular,22,aug,123,2,-1,0,,no
C22583,cellular,22,aug,192,5,-1,0,,no
C22587,cellular,22,aug,289,6,-1,0,,no
C22588,cellular,22,aug,239,3,-1,0,,no
C22590,cellular,22,aug,309,7,-1,0,,no
C22592,cellular,22,aug,210,6,-1,0,,no
C22596,cellular,22,aug,166,5,-1,0,,no
C22597,cellular,22,aug,140,11,-1,0,,no
C22599,cellular,22,aug,547,3,-1,0,,no
C22604,cellular,22,aug,209,7,-1,0,,no
C22605,cellular,22,aug,182,1,-1,0,,no
C22608,cellular,22,aug,263,1,-1,0,,no
C22611,cellular,22,aug,160,1,-1,0,,no
C22614,cellular,22,aug,207,1,-1,0,,no
C22615,cellular,22,aug,160,1,-1,0,,no
C22620,cellular,22,aug,209,2,-1,0,,no
C22621,cellular,22,aug,94,1,-1,0,,no
C22624,cellular,22,aug,199,1,-1,0,,no
C22627,cellular,22,aug,299,1,-1,0,,no
C22629,cellular,22,aug,155,6,-1,0,,no
C22630,cellular,22,aug,176,6,-1,0,,no
C22634,cellular,22,aug,138,1,-1,0,,no
C22638,cellular,22,aug,283,1,-1,0,,no
C22646,cellular,25,aug,206,4,-1,0,,no
C22647,cellular,25,aug,116,8,-1,0,,no
C22650,cellular,25,aug,61,4,-1,0,,no
C22657,cellular,25,aug,540,4,-1,0,,no
C22661,cellular,25,aug,209,5,-1,0,,no
C22662,cellular,25,aug,91,9,-1,0,,no
C22664,cellular,25,aug,110,3,-1,0,,no
C22668,cellular,25,aug,88,4,-1,0,,no
C22673,cellular,25,aug,472,10,-1,0,,no
C22674,cellular,25,aug,63,5,-1,0,,no
C22675,cellular,25,aug,132,6,-1,0,,no
C22677,cellular,25,aug,132,8,-1,0,,no
C22678,cellular,25,aug,425,6,-1,0,,no
C22694,cellular,25,aug,234,12,-1,0,,no
C22697,cellular,25,aug,83,13,-1,0,,no
C22701,cellular,25,aug,343,2,-1,0,,no
C22704,cellular,25,aug,217,6,-1,0,,no
C22708,cellular,25,aug,104,6,-1,0,,no
C22711,cellular,25,aug,113,6,-1,0,,no
C22715,cellular,25,aug,101,3,-1,0,,no
C22718,cellular,25,aug,96,4,-1,0,,no
C22721,cellular,25,aug,342,5,-1,0,,no
C22722,cellular,25,aug,472,6,-1,0,,yes
C22724,cellular,25,aug,108,4,-1,0,,no
C22726,cellular,25,aug,143,10,-1,0,,no
C22728,cellular,25,aug,110,6,-1,0,,no
C22731,cellular,25,aug,272,4,-1,0,,no
C22732,cellular,25,aug,122,3,-1,0,,no
C22733,cellular,25,aug,59,6,-1,0,,no
C22737,cellular,25,aug,343,4,-1,0,,no
C22741,cellular,25,aug,72,3,-1,0,,no
C22742,cellular,25,aug,111,7,-1,0,,no
C22746,cellular,25,aug,157,4,-1,0,,no
C22753,cellular,25,aug,140,4,-1,0,,no
C22754,cellular,25,aug,88,3,-1,0,,no
C22755,cellular,25,aug,90,4,-1,0,,no
C22756,cellular,25,aug,150,4,-1,0,,no
C22761,cellular,25,aug,248,2,-1,0,,no
C22763,cellular,25,aug,93,9,-1,0,,no
C22766,cellular,25,aug,92,6,-1,0,,no
C22767,cellular,25,aug,65,8,-1,0,,no
C22770,cellular,25,aug,124,4,-1,0,,no
C22775,cellular,25,aug,476,3,-1,0,,no
C22780,cellular,25,aug,112,6,-1,0,,no
C22783,cellular,25,aug,15,19,-1,0,,no
C22790,cellular,25,aug,9,12,-1,0,,no
C22792,cellular,25,aug,211,7,-1,0,,no
C22797,cellular,25,aug,36,7,-1,0,,no
C22798,cellular,25,aug,169,4,-1,0,,no
C22801,cellular,25,aug,14,22,-1,0,,no
C22803,cellular,25,aug,69,6,-1,0,,no
C22807,cellular,25,aug,164,4,-1,0,,no
C22808,cellular,25,aug,198,8,-1,0,,no
C22813,cellular,25,aug,81,6,-1,0,,no
C22816,cellular,25,aug,433,6,-1,0,,no
C22822,cellular,25,aug,53,6,-1,0,,no
C22824,cellular,25,aug,103,6,-1,0,,no
C22827,cellular,25,aug,54,19,-1,0,,no
C22830,cellular,25,aug,171,8,-1,0,,no
C22831,cellular,25,aug,134,10,-1,0,,no
C22841,cellular,25,aug,930,3,-1,0,,yes
C22846,cellular,25,aug,121,8,-1,0,,no
C22850,cellular,25,aug,73,2,-1,0,,no
C22853,cellular,25,aug,50,9,-1,0,,no
C22854,cellular,25,aug,770,12,-1,0,,no
C22855,cellular,25,aug,163,3,-1,0,,no
C22864,cellular,25,aug,342,5,-1,0,,no
C22865,cellular,25,aug,159,5,-1,0,,no
C22868,cellular,25,aug,139,9,-1,0,,no
C22869,cellular,25,aug,170,4,-1,0,,no
C22880,cellular,25,aug,153,4,-1,0,,no
C22885,cellular,25,aug,226,10,-1,0,,no
C22886,cellular,25,aug,392,6,-1,0,,no
C22888,cellular,25,aug,56,6,-1,0,,no
C22889,cellular,25,aug,121,3,-1,0,,no
C22895,telephone,25,aug,146,18,-1,0,,no
C22897,cellular,25,aug,308,7,-1,0,,no
C22898,cellular,25,aug,240,9,-1,0,,no
C22903,cellular,25,aug,83,4,-1,0,,no
C22905,cellular,25,aug,194,9,-1,0,,no
C22913,cellular,26,aug,69,4,-1,0,,no
C22914,cellular,26,aug,127,5,-1,0,,no
C22915,cellular,26,aug,63,6,-1,0,,no
C22916,cellular,26,aug,122,3,-1,0,,no
C22923,cellular,26,aug,209,6,-1,0,,no
C22925,cellular,26,aug,170,3,-1,0,,no
C22926,cellular,26,aug,95,6,-1,0,,no
C22929,cellular,26,aug,427,17,-1,0,,no
C22934,cellular,26,aug,73,4,-1,0,,no
C22935,cellular,26,aug,109,9,-1,0,,no
C22936,cellular,26,aug,179,8,-1,0,,no
C22941,cellular,26,aug,85,6,-1,0,,no
C22942,cellular,26,aug,42,7,-1,0,,no
C22947,cellular,26,aug,55,4,-1,0,,no
C22950,cellular,26,aug,74,4,-1,0,,no
C22955,cellular,26,aug,171,4,-1,0,,no
C22956,cellular,26,aug,26,10,-1,0,,no
C22968,cellular,26,aug,178,2,-1,0,,no
C22974,cellular,26,aug,217,2,-1,0,,no
C22977,cellular,26,aug,634,2,-1,0,,no
C22982,cellular,26,aug,17,23,-1,0,,no
C22986,cellular,26,aug,64,2,-1,0,,no
C22987,cellular,26,aug,131,2,-1,0,,no
C22996,cellular,26,aug,181,2,-1,0,,no
C22997,cellular,26,aug,29,12,-1,0,,no
C22998,cellular,26,aug,176,2,-1,0,,no
C22999,cellular,26,aug,28,20,-1,0,,no
C23000,cellular,26,aug,610,2,-1,0,,no
C23006,cellular,26,aug,137,2,-1,0,,no
C23011,cellular,26,aug,153,14,-1,0,,no
C23014,cellular,26,aug,392,2,-1,0,,no
C23018,cellular,26,aug,286,2,-1,0,,no
C23022,cellular,26,aug,417,2,-1,0,,no
C23029,cellular,26,aug,168,5,-1,0,,no
C23030,telephone,26,aug,66,10,-1,0,,no
C23031,cellular,26,aug,460,10,-1,0,,no
C23032,cellular,26,aug,183,10,-1,0,,no
C23033,cellular,26,aug,189,4,-1,0,,no
C23036,cellular,26,aug,10,18,-1,0,,no
C23039,cellular,26,aug,99,2,-1,0,,no
C23043,cellular,26,aug,204,2,-1,0,,no
C23046,cellular,26,aug,169,2,-1,0,,no
C23047,cellular,26,aug,83,4,-1,0,,no
C23048,cellular,26,aug,428,2,-1,0,,yes
C23049,cellular,26,aug,164,2,-1,0,,no
C23051,cellular,26,aug,107,4,-1,0,,no
C23055,cellular,26,aug,63,2,-1,0,,no
C23056,cellular,26,aug,174,2,-1,0,,no
C23058,cellular,26,aug,71,4,-1,0,,no
C23062,cellular,26,aug,79,6,-1,0,,no
C23065,cellular,26,aug,194,8,-1,0,,no
C23068,cellular,26,aug,17,15,-1,0,,no
C23069,cellular,26,aug,301,6,-1,0,,no
C23070,cellular,26,aug,1223,6,-1,0,,yes
C23078,cellular,26,aug,224,6,-1,0,,no
C23079,cellular,26,aug,241,7,-1,0,,no
C23081,cellular,26,aug,55,4,-1,0,,no
C23083,cellular,26,aug,300,4,-1,0,,no
C23095,cellular,26,aug,76,4,-1,0,,no
C23097,telephone,26,aug,39,6,-1,0,,no
C23099,cellular,26,aug,257,12,-1,0,,no
C23100,cellular,26,aug,160,6,-1,0,,no
C23101,cellular,26,aug,140,6,-1,0,,no
C23105,cellular,26,aug,532,14,-1,0,,no
C23109,cellular,26,aug,264,20,-1,0,,no
C23111,cellular,26,aug,172,5,-1,0,,no
C23113,cellular,26,aug,653,8,-1,0,,no
C23118,cellular,26,aug,303,5,-1,0,,no
C23123,cellular,26,aug,377,8,-1,0,,no
C23125,cellular,26,aug,61,7,-1,0,,no
C23135,cellular,26,aug,89,3,-1,0,,no
C23141,cellular,26,aug,168,4,-1,0,,no
C23146,cellular,26,aug,104,9,-1,0,,no
C23148,cellular,26,aug,109,14,-1,0,,no
C23149,cellular,26,aug,58,7,-1,0,,no
C23158,cellular,26,aug,515,13,-1,0,,no
C23168,cellular,27,aug,26,16,-1,0,,no
C23177,cellular,27,aug,108,6,-1,0,,no
C23182,cellular,27,aug,581,6,-1,0,,yes
C23184,cellular,27,aug,181,4,-1,0,,no
C23186,cellular,27,aug,65,6,-1,0,,no
C23187,cellular,27,aug,144,8,-1,0,,no
C23189,cellular,27,aug,146,7,-1,0,,no
C23190,cellular,27,aug,56,6,-1,0,,no
C23194,cellular,27,aug,95,6,-1,0,,no
C23200,cellular,27,aug,57,6,-1,0,,no
C23201,cellular,27,aug,155,15,-1,0,,no
C23202,cellular,27,aug,84,4,-1,0,,no
C23207,cellular,27,aug,136,8,-1,0,,no
C23209,cellular,27,aug,68,4,-1,0,,no
C23210,cellular,27,aug,153,4,-1,0,,no
C23212,cellular,27,aug,156,6,-1,0,,no
C23217,cellular,27,aug,39,13,-1,0,,no
C23223,cellular,27,aug,223,13,-1,0,,no
C23224,cellular,27,aug,203,2,-1,0,,no
C23225,cellular,27,aug,49,4,-1,0,,no
C23229,cellular,27,aug,87,4,-1,0,,no
C23233,cellular,27,aug,162,3,-1,0,,no
C23239,cellular,27,aug,123,8,-1,0,,no
C23242,cellular,27,aug,78,8,-1,0,,no
C23243,cellular,27,aug,256,4,-1,0,,no
C23250,cellular,27,aug,80,10,-1,0,,no
C23251,cellular,27,aug,113,8,-1,0,,no
C23256,cellular,27,aug,164,2,-1,0,,no
C23258,telephone,27,aug,145,2,-1,0,,no
C23259,cellular,27,aug,651,2,-1,0,,no
C23260,cellular,27,aug,109,2,-1,0,,no
C23261,telephone,27,aug,220,16,-1,0,,no
C23266,cellular,27,aug,976,12,-1,0,,yes
C23269,cellular,27,aug,342,4,-1,0,,no
C23270,cellular,27,aug,63,6,-1,0,,no
C23271,cellular,27,aug,119,12,-1,0,,no
C23275,cellular,27,aug,308,4,-1,0,,no
C23276,cellular,27,aug,312,12,-1,0,,no
C23278,cellular,27,aug,590,4,-1,0,,no
C23292,cellular,27,aug,200,5,-1,0,,no
C23295,cellular,27,aug,38,6,-1,0,,no
C23296,cellular,27,aug,60,8,-1,0,,no
C23297,cellular,27,aug,57,6,-1,0,,no
C23298,cellular,27,aug,89,23,-1,0,,no
C23307,telephone,27,aug,96,7,-1,0,,no
C23308,cellular,27,aug,91,8,-1,0,,no
C23315,cellular,27,aug,212,15,-1,0,,no
C23320,cellular,27,aug,558,11,-1,0,,no
C23322,cellular,27,aug,27,5,-1,0,,no
C23324,cellular,27,aug,34,14,-1,0,,no
C23328,cellular,27,aug,120,4,-1,0,,no
C23330,cellular,27,aug,74,3,-1,0,,no
C23331,cellular,27,aug,214,8,-1,0,,no
C23339,cellular,27,aug,138,3,-1,0,,no
C23340,cellular,27,aug,78,9,-1,0,,no
C23344,cellular,27,aug,11,15,-1,0,,no
C23346,cellular,27,aug,18,18,-1,0,,no
C23347,cellular,27,aug,157,10,-1,0,,no
C23351,cellular,27,aug,19,23,-1,0,,no
C23359,cellular,27,aug,202,5,-1,0,,no
C23362,cellular,27,aug,33,2,-1,0,,no
C23366,cellular,27,aug,72,5,-1,0,,no
C23367,cellular,27,aug,106,11,-1,0,,no
C23368,cellular,27,aug,263,12,-1,0,,no
C23370,telephone,27,aug,1176,8,-1,0,,no
C23371,cellular,27,aug,79,3,-1,0,,no
C23373,cellular,27,aug,453,4,-1,0,,no
C23377,cellular,27,aug,101,3,-1,0,,no
C23381,cellular,27,aug,151,8,-1,0,,no
C23386,cellular,27,aug,25,19,-1,0,,no
C23388,cellular,27,aug,167,10,-1,0,,no
C23389,cellular,27,aug,177,3,-1,0,,no
C23391,cellular,27,aug,23,19,-1,0,,no
C23393,cellular,27,aug,206,3,-1,0,,no
C23395,cellular,27,aug,46,10,-1,0,,no
C23397,cellular,27,aug,85,7,-1,0,,no
C23405,cellular,27,aug,155,3,-1,0,,no
C23418,cellular,27,aug,968,5,-1,0,,no
C23419,telephone,27,aug,554,6,-1,0,,no
C23421,cellular,27,aug,203,7,-1,0,,no
C23424,cellular,27,aug,145,3,-1,0,,no
C23426,cellular,27,aug,71,7,-1,0,,no
C23427,cellular,27,aug,164,7,-1,0,,no
C23429,cellular,27,aug,63,3,-1,0,,no
C23438,cellular,28,aug,583,17,-1,0,,yes
C23441,cellular,28,aug,100,9,-1,0,,no
C23442,cellular,28,aug,131,13,-1,0,,no
C23444,cellular,28,aug,81,8,-1,0,,no
C23448,cellular,28,aug,74,6,-1,0,,no
C23449,cellular,28,aug,103,8,-1,0,,no
C23450,cellular,28,aug,94,6,-1,0,,no
C23452,cellular,28,aug,59,8,-1,0,,no
C23459,cellular,28,aug,104,5,-1,0,,no
C23462,cellular,28,aug,17,15,-1,0,,no
C23466,cellular,28,aug,67,19,-1,0,,no
C23467,cellular,28,aug,146,3,-1,0,,no
C23468,cellular,28,aug,54,8,-1,0,,no
C23471,cellular,28,aug,65,4,-1,0,,no
C23476,cellular,28,aug,73,7,-1,0,,no
C23482,cellular,28,aug,146,3,-1,0,,no
C23484,cellular,28,aug,137,8,-1,0,,no
C23485,cellular,28,aug,84,7,-1,0,,no
C23493,cellular,28,aug,260,5,-1,0,,no
C23497,cellular,28,aug,54,8,-1,0,,no
C23498,cellular,28,aug,108,7,-1,0,,no
C23501,cellular,28,aug,262,6,-1,0,,no
C23503,telephone,28,aug,75,20,-1,0,,no
C23508,cellular,28,aug,12,24,-1,0,,no
C23510,cellular,28,aug,65,4,-1,0,,no
C23511,cellular,28,aug,19,19,-1,0,,no
C23512,cellular,28,aug,87,11,-1,0,,no
C23514,cellular,28,aug,80,6,-1,0,,no
C23515,cellular,28,aug,80,2,-1,0,,no
C23520,cellular,28,aug,147,2,-1,0,,no
C23521,cellular,28,aug,79,8,-1,0,,no
C23528,cellular,28,aug,113,2,-1,0,,no
C23531,cellular,28,aug,95,2,-1,0,,no
C23537,cellular,28,aug,82,4,-1,0,,no
C23542,cellular,28,aug,110,2,-1,0,,no
C23547,cellular,28,aug,535,2,-1,0,,yes
C23548,cellular,28,aug,15,13,-1,0,,no
C23551,cellular,28,aug,151,4,-1,0,,no
C23552,cellular,28,aug,56,8,-1,0,,no
C23554,cellular,28,aug,54,4,-1,0,,no
C23557,cellular,28,aug,122,11,-1,0,,no
C23558,cellular,28,aug,180,10,-1,0,,no
C23559,cellular,28,aug,82,7,-1,0,,no
C23563,cellular,28,aug,121,16,-1,0,,no
C23564,cellular,28,aug,66,4,-1,0,,no
C23569,cellular,28,aug,139,4,-1,0,,no
C23578,cellular,28,aug,175,11,-1,0,,no
C23580,cellular,28,aug,70,10,-1,0,,no
C23583,cellular,28,aug,20,14,-1,0,,no
C23590,cellular,28,aug,16,28,-1,0,,no
C23591,telephone,28,aug,53,11,-1,0,,no
C23594,cellular,28,aug,86,4,-1,0,,no
C23595,cellular,28,aug,2372,6,-1,0,,yes
C23599,cellular,28,aug,68,6,-1,0,,no
C23605,cellular,28,aug,79,10,-1,0,,no
C23610,cellular,28,aug,532,2,-1,0,,no
C23614,cellular,28,aug,143,5,-1,0,,no
C23615,cellular,28,aug,276,6,-1,0,,no
C23619,cellular,28,aug,156,8,-1,0,,no
C23620,cellular,28,aug,1037,7,-1,0,,no
C23621,cellular,28,aug,507,8,-1,0,,no
C23624,cellular,28,aug,17,14,-1,0,,no
C23626,cellular,28,aug,12,13,-1,0,,no
C23630,cellular,28,aug,715,8,-1,0,,no
C23631,cellular,28,aug,13,17,-1,0,,no
C23639,cellular,28,aug,8,13,-1,0,,no
C23641,cellular,28,aug,38,16,-1,0,,no
C23643,cellular,28,aug,153,14,-1,0,,no
C23645,cellular,28,aug,429,3,-1,0,,no
C23651,cellular,28,aug,18,25,-1,0,,no
C23654,cellular,28,aug,258,8,-1,0,,no
C23656,cellular,28,aug,9,19,-1,0,,no
C23658,cellular,28,aug,373,8,-1,0,,no
C23660,cellular,28,aug,35,14,-1,0,,no
C23664,cellular,28,aug,65,5,-1,0,,no
C23665,cellular,28,aug,31,9,-1,0,,no
C23669,cellular,28,aug,238,1,-1,0,,no
C23672,cellular,28,aug,162,1,-1,0,,no
C23673,cellular,28,aug,222,1,-1,0,,no
C23674,cellular,28,aug,68,12,-1,0,,no
C23676,cellular,28,aug,142,5,-1,0,,no
C23678,cellular,28,aug,163,4,-1,0,,no
C23681,cellular,28,aug,77,18,-1,0,,no
C23682,cellular,28,aug,35,13,-1,0,,no
C23685,cellular,28,aug,76,5,-1,0,,no
C23687,cellular,28,aug,29,13,-1,0,,no
C23689,cellular,28,aug,74,3,-1,0,,no
C23690,cellular,28,aug,90,1,-1,0,,no
C23692,cellular,28,aug,169,1,-1,0,,no
C23694,cellular,28,aug,8,13,-1,0,,no
C23696,telephone,28,aug,46,2,-1,0,,no
C23697,cellular,28,aug,102,13,-1,0,,no
C23701,cellular,28,aug,50,5,-1,0,,no
C23709,cellular,28,aug,103,12,-1,0,,no
C23710,cellular,28,aug,68,2,-1,0,,no
C23713,cellular,28,aug,74,10,-1,0,,no
C23719,cellular,28,aug,49,15,-1,0,,no
C23721,cellular,28,aug,602,3,-1,0,,no
C23729,cellular,28,aug,142,10,-1,0,,no
C23733,cellular,28,aug,26,19,-1,0,,no
C23735,cellular,28,aug,21,6,-1,0,,no
C23746,telephone,28,aug,37,5,-1,0,,no
C23763,cellular,28,aug,26,9,-1,0,,no
C23769,cellular,28,aug,79,17,-1,0,,no
C23771,cellular,28,aug,433,12,-1,0,,no
C23772,cellular,28,aug,247,1,-1,0,,no
C23774,cellular,28,aug,201,1,-1,0,,no
C23782,cellular,29,aug,207,2,-1,0,,no
C23788,cellular,29,aug,45,11,-1,0,,no
C23796,cellular,29,aug,47,20,-1,0,,no
C23802,cellular,29,aug,85,6,-1,0,,no
C23804,cellular,29,aug,71,24,-1,0,,no
C23808,cellular,29,aug,73,2,-1,0,,no
C23818,cellular,29,aug,189,2,-1,0,,no
C23820,cellular,29,aug,59,2,-1,0,,no
C23823,cellular,29,aug,21,2,-1,0,,no
C23825,cellular,29,aug,133,6,-1,0,,no
C23827,cellular,29,aug,643,2,-1,0,,yes
C23828,cellular,29,aug,185,2,-1,0,,no
C23829,cellular,29,aug,25,7,-1,0,,no
C23831,cellular,29,aug,41,2,-1,0,,no
C23832,cellular,29,aug,204,2,-1,0,,no
C23835,cellular,29,aug,90,6,-1,0,,no
C23839,cellular,29,aug,40,2,-1,0,,no
C23843,cellular,29,aug,158,2,-1,0,,no
C23847,cellular,29,aug,461,2,-1,0,,no
C23848,cellular,29,aug,204,2,-1,0,,no
C23852,cellular,29,aug,135,2,-1,0,,no
C23862,cellular,29,aug,179,2,-1,0,,no
C23863,cellular,29,aug,200,7,-1,0,,no
C23864,cellular,29,aug,109,2,-1,0,,no
C23872,cellular,29,aug,103,2,-1,0,,no
C23874,cellular,29,aug,695,2,-1,0,,yes
C23878,cellular,29,aug,81,8,-1,0,,no
C23880,cellular,29,aug,520,2,-1,0,,no
C23884,cellular,29,aug,345,2,-1,0,,no
C23892,cellular,29,aug,67,4,-1,0,,no
C23900,cellular,29,aug,136,2,-1,0,,no
C23901,cellular,29,aug,63,2,-1,0,,no
C23903,cellular,29,aug,203,2,-1,0,,no
C23909,cellular,29,aug,86,2,-1,0,,no
C23913,cellular,29,aug,81,8,-1,0,,no
C23914,cellular,29,aug,60,2,-1,0,,no
C23915,cellular,29,aug,150,4,-1,0,,no
C23922,cellular,29,aug,62,2,-1,0,,no
C23926,cellular,29,aug,186,2,-1,0,,no
C23927,cellular,29,aug,73,8,-1,0,,no
C23928,cellular,29,aug,93,11,-1,0,,no
C23940,cellular,29,aug,133,4,-1,0,,no
C23942,cellular,29,aug,163,6,-1,0,,no
C23946,cellular,29,aug,19,16,-1,0,,no
C23952,cellular,29,aug,82,9,-1,0,,no
C23953,cellular,29,aug,961,4,-1,0,,no
C23956,cellular,29,aug,66,17,-1,0,,no
C23960,cellular,29,aug,709,11,-1,0,,no
C23961,cellular,29,aug,95,6,-1,0,,no
C23962,cellular,29,aug,25,12,-1,0,,no
C23964,cellular,29,aug,47,4,-1,0,,no
C23980,cellular,29,aug,92,4,-1,0,,no
C23982,cellular,29,aug,116,4,-1,0,,no
C23985,cellular,29,aug,76,8,-1,0,,no
C23989,cellular,29,aug,157,2,-1,0,,no
C23994,cellular,29,aug,174,10,-1,0,,no
C23996,cellular,29,aug,493,2,-1,0,,no
C24001,cellular,29,aug,370,4,-1,0,,no
C24005,cellular,29,aug,59,4,-1,0,,no
C24011,telephone,29,aug,81,2,-1,0,,no
C24016,telephone,29,aug,253,2,-1,0,,no
C24017,telephone,29,aug,43,2,-1,0,,no
C24018,cellular,29,aug,98,10,-1,0,,no
C24019,cellular,29,aug,73,4,-1,0,,no
C24020,cellular,29,aug,106,3,-1,0,,no
C24022,cellular,29,aug,669,6,-1,0,,no
C24029,telephone,29,aug,63,11,-1,0,,no
C24034,cellular,29,aug,8,9,-1,0,,no
C24038,telephone,29,aug,77,7,-1,0,,no
C24039,telephone,17,oct,270,1,-1,0,,yes
C24040,,17,oct,235,1,-1,0,,yes
C24043,telephone,17,oct,24,1,-1,0,,no
C24044,,17,oct,115,1,-1,0,,no
C24046,telephone,17,oct,478,1,-1,0,,yes
C24047,,18,oct,50,1,-1,0,,no
C24048,,18,oct,37,1,-1,0,,no
C24057,telephone,20,oct,73,1,-1,0,,no
C24069,,21,oct,187,1,-1,0,,yes
C24078,telephone,23,oct,140,1,143,3,failure,yes
C24081,,23,oct,518,1,147,2,success,yes
C24083,telephone,23,oct,171,1,-1,0,,yes
C24084,,24,oct,112,1,-1,0,,yes
C24088,telephone,26,oct,228,1,-1,0,,yes
C24089,telephone,27,oct,376,1,-1,0,,yes
C24092,telephone,27,oct,27,1,-1,0,,no
C24100,telephone,28,oct,135,1,-1,0,,yes
C24109,,30,oct,234,1,-1,0,,yes
C24110,telephone,30,oct,132,1,-1,0,,yes
C24111,telephone,30,oct,246,1,-1,0,,no
C24112,,30,oct,154,1,-1,0,,yes
C24114,telephone,30,oct,81,1,-1,0,,no
C24115,telephone,31,oct,227,1,-1,0,,yes
C24116,telephone,31,oct,158,1,-1,0,,yes
C24117,telephone,31,oct,615,1,-1,0,,yes
C24118,cellular,31,oct,18,1,-1,0,,no
C24119,cellular,4,nov,95,1,-1,0,,no
C24121,telephone,4,nov,399,1,-1,0,,yes
C24124,telephone,4,nov,217,1,-1,0,,no
C24126,telephone,5,nov,6,1,-1,0,,no
C24131,telephone,5,nov,253,1,-1,0,,yes
C24134,telephone,5,nov,68,1,-1,0,,no
C24135,telephone,6,nov,234,1,-1,0,,yes
C24137,,6,nov,26,1,101,11,other,no
C24140,,8,nov,154,1,-1,0,,yes
C24141,cellular,8,nov,20,1,-1,0,,no
C24144,,9,nov,299,1,-1,0,,yes
C24149,telephone,10,nov,4918,1,-1,0,,no
C24154,telephone,10,nov,98,1,-1,0,,no
C24157,telephone,11,nov,133,1,-1,0,,no
C24158,telephone,11,nov,119,1,-1,0,,no
C24160,,11,nov,158,1,-1,0,,yes
C24161,,12,nov,114,1,170,3,failure,yes
C24168,telephone,13,nov,168,1,-1,0,,no
C24170,telephone,13,nov,494,1,-1,0,,yes
C24171,telephone,13,nov,86,1,174,1,failure,no
C24172,telephone,13,nov,45,1,-1,0,,no
C24175,,13,nov,231,1,-1,0,,yes
C24177,telephone,14,nov,239,1,-1,0,,yes
C24180,telephone,14,nov,172,1,-1,0,,yes
C24187,cellular,17,nov,200,1,165,2,failure,no
C24196,telephone,17,nov,238,1,-1,0,,no
C24202,cellular,17,nov,221,1,-1,0,,no
C24205,telephone,17,nov,206,1,-1,0,,no
C24206,cellular,17,nov,139,1,-1,0,,no
C24209,cellular,17,nov,161,1,167,2,failure,no
C24210,cellular,17,nov,130,1,-1,0,,no
C24215,cellular,17,nov,71,1,-1,0,,no
C24216,cellular,17,nov,252,1,-1,0,,no
C24222,cellular,17,nov,123,1,-1,0,,no
C24223,cellular,17,nov,100,1,-1,0,,no
C24224,cellular,17,nov,176,1,-1,0,,no
C24227,cellular,17,nov,57,1,-1,0,,no
C24237,cellular,17,nov,120,1,171,2,failure,no
C24238,cellular,17,nov,595,1,-1,0,,no
C24244,cellular,17,nov,433,1,-1,0,,no
C24245,cellular,17,nov,548,1,-1,0,,no
C24247,cellular,17,nov,153,1,-1,0,,no
C24255,cellular,17,nov,96,1,131,1,failure,no
C24258,cellular,17,nov,44,1,123,2,failure,no
C24261,cellular,17,nov,56,1,-1,0,,no
C24264,cellular,17,nov,265,1,-1,0,,no
C24265,cellular,17,nov,208,1,159,1,success,no
C24274,cellular,17,nov,110,1,-1,0,,no
C24278,cellular,17,nov,235,1,-1,0,,no
C24279,cellular,17,nov,375,1,-1,0,,no
C24288,cellular,17,nov,41,1,-1,0,,no
C24289,cellular,17,nov,57,1,-1,0,,no
C24291,cellular,17,nov,63,1,-1,0,,no
C24293,telephone,17,nov,81,1,-1,0,,no
C24297,telephone,17,nov,99,1,-1,0,,no
C24298,cellular,17,nov,108,1,-1,0,,no
C24300,telephone,17,nov,302,1,111,6,failure,no
C24303,cellular,17,nov,77,1,-1,0,,no
C24307,cellular,17,nov,114,1,-1,0,,no
C24313,cellular,17,nov,130,1,111,2,failure,no
C24315,telephone,17,nov,70,1,-1,0,,no
C24320,cellular,17,nov,158,2,-1,0,,no
C24321,telephone,17,nov,483,1,-1,0,,no
C24325,cellular,17,nov,292,1,-1,0,,no
C24327,cellular,17,nov,68,2,173,1,failure,no
C24330,cellular,17,nov,107,1,-1,0,,no
C24332,cellular,17,nov,70,1,166,10,failure,no
C24335,,17,nov,300,1,-1,0,,no
C24338,cellular,17,nov,112,1,-1,0,,no
C24344,cellular,17,nov,118,1,164,3,failure,no
C24345,cellular,17,nov,56,1,-1,0,,no
C24347,,17,nov,125,1,111,3,failure,no
C24349,telephone,17,nov,76,1,-1,0,,no
C24353,cellular,17,nov,591,1,-1,0,,no
C24354,cellular,17,nov,508,1,115,1,failure,no
C24358,cellular,17,nov,131,1,-1,0,,no
C24361,cellular,17,nov,165,1,-1,0,,no
C24365,,17,nov,164,2,96,4,failure,no
