발생년,발생년월일시,발생분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,당사자종별_1당_대분류,당사자종별_1당,당사자종별_2당_대분류,당사자종별_2당,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2012,2012101305,50,야간,토,1,1,0,0,0,서울,동대문구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,이륜차,중형,보행자,보행자,959377,1952787,127.0399618,37.57356216
2012,2012101323,25,야간,토,1,1,0,0,0,경북,의성군,차대사람,보도통행중,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,보행자,보행자,1085144,1820666,128.4492631,36.37968716
2012,2012101418,48,야간,일,1,1,0,0,0,경기,수원시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,953902,1920807,126.9799598,37.28505569
2012,2012101808,5,주간,목,1,1,0,0,0,전남,순천시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,원동기장치자전거,원동기장치자전거,998430,1664122,127.4835131,34.97030397
2012,2012101810,25,주간,목,1,2,1,0,0,인천,부평구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,중앙선 침범,고가도로위,고가도로위,이륜차,소형,승용차,중형,932199,1947193,126.7327197,37.52154413
2012,2012101818,20,야간,목,1,1,0,0,0,경북,청송군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1139234,1837288,129.0449928,36.52425822
2012,2012101520,15,야간,월,1,1,0,0,0,충남,논산시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,이륜차,소형,승용차,중형,958520,1794190,127.0381365,36.14398098
2012,2012101912,27,주간,금,1,3,0,2,0,대전,서구,차대차,기타,기타,운전자법규위반,안전거리 미확보,교차로,교차로부근,화물차,경형,승용차,소형,990446,1819235,127.3934944,36.37051047
2012,2012101923,0,야간,금,1,1,0,0,0,경남,창원시(통합),차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,1106536,1684717,128.6696369,35.15205765
2012,2012101518,25,야간,월,1,1,0,0,0,대전,유성구,차대사람,보도통행중,보도통행중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,승용차,중형,보행자,보행자,989389,1824626,127.3816375,36.41910102
2012,2012100320,5,야간,수,1,1,0,0,0,인천,연수구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,자전거,자전거,승용차,소형,925003,1936133,126.6524192,37.42130636
2012,2012092920,19,야간,토,1,1,0,0,0,부산,강서구,차대차,기타,기타,운전자법규위반,신호위반,단일로,기타단일로,이륜차,소형,승용차,중형,1126800,1681328,128.8905227,35.1182026
2012,2012100505,2,야간,금,1,1,0,0,0,부산,사상구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,승합차,소형,보행자,보행자,1135753,1688865,128.9910007,35.18592776
2012,2012092620,25,야간,수,1,1,0,0,0,서울,마포구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,승용차,소형,이륜차,중형,945995,1953142,126.8883971,37.57607398
2012,2012100110,50,주간,월,1,4,3,0,0,경남,창원시(통합),차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,승용차,중형,1085398,1678855,128.4369926,35.1012236
2012,2012092713,10,주간,목,1,1,0,0,0,충남,천안시,차대사람,기타,기타,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,불명,불명,보행자,보행자,965612,1882226,127.1138292,36.93779116
2012,2012112720,10,야간,화,1,1,0,0,0,서울,송파구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,968452,1943869,127.1431135,37.49353606
2013,2013091601,54,야간,월,1,1,0,0,0,경기,양주시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,0,0,956588,1990125,127.0061478,37.90996084
2013,2013091611,30,주간,월,1,1,0,0,0,충남,보령시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,보행자,보행자,913686,1806051,126.5393123,36.2478403
2013,2013091613,56,주간,월,1,2,1,0,0,전북,임실군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,화물차,대형,승용차,중형,978921,1734102,127.2544558,35.53689477
2013,2013092717,15,주간,금,1,1,0,0,0,경기,가평군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,대형,0,0,994801,1966284,127.4410266,37.69609845
2013,2013092720,45,야간,금,1,2,0,1,0,경기,포천시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,소형,승합차,대형,975894,1975704,127.226522,37.78047256
2013,2013092600,8,야간,목,1,1,0,0,0,경기,광명시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,대형,0,0,945145,1939915,126.8784269,37.45770589
2013,2013092313,52,주간,월,1,7,3,3,0,전남,장흥군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승합차,소형,승합차,소형,945332,1635979,126.9029634,34.71674416
2013,2013092320,30,야간,월,1,1,0,0,0,전북,전주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로부근,화물차,소형,보행자,보행자,964886,1756076,127.1113743,35.80050002
2012,2012101612,40,주간,화,1,1,0,0,0,광주,남구,차대차,기타,기타,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,승용차,경형,불명,불명,945254,1682338,126.8990716,35.13476173
2012,2012101717,10,주간,수,1,1,0,0,0,경기,김포시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,보행자,보행자,937036,1954841,126.7867977,37.59081756
2012,2012102109,55,주간,일,1,1,0,0,0,충남,금산군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,원동기장치자전거,원동기장치자전거,승용차,중형,999625,1793535,127.4958319,36.13885798
2012,2012101816,40,주간,목,2,3,0,1,0,경기,양평군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,승용차,중형,1014612,1947065,127.6653628,37.52276699
2012,2012102106,47,주간,일,1,1,0,0,0,전남,해남군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,0,0,918176,1615395,126.6084032,34.52932604
2012,2012101416,15,주간,일,1,1,0,0,0,경남,창원시(통합),차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,0,0,1086586,1679513,128.4485072,35.10735569
2012,2012100505,15,야간,금,1,1,0,0,0,강원,고성군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1084103,2046924,128.4634183,38.41894596
2012,2012100118,14,야간,월,1,3,1,1,0,전북,군산시,차대차,추돌,진행중 추돌,운전자법규위반,과속,단일로,기타단일로,이륜차,소형,이륜차,소형,908030,1757901,126.4819697,35.81327182
2012,2012092717,13,주간,목,1,1,0,0,0,경기,양평군,차대사람,보도통행중,보도통행중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,건설기계,건설기계,보행자,보행자,984108,1949427,127.3201004,37.54403588
2012,2012092720,35,야간,목,1,1,0,0,0,전남,해남군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,899160,1635009,126.3946742,34.70720547
2012,2012100222,20,야간,화,1,2,0,1,0,충남,아산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,고가도로위,고가도로위,승용차,중형,0,0,953050,1865610,126.9737931,36.78746783
2012,2012092719,0,야간,목,1,2,0,1,0,서울,용산구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,중형,이륜차,중형,952439,1947149,126.9617604,37.52241345
2012,2012113006,0,주간,금,1,1,0,0,0,경북,경산시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,1118301,1758425,128.8095091,35.81517383
2012,2012112919,50,야간,목,1,1,0,0,0,부산,남구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1146639,1682549,129.1094014,35.12746689
2012,2012112604,46,야간,월,1,2,0,1,0,부산,강서구,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,중형,화물차,중형,1128738,1678022,128.9122857,35.08910763
2012,2012112303,35,야간,금,1,1,0,0,0,경남,진주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로내,화물차,소형,화물차,소형,1052364,1689491,128.0752372,35.19938527
2012,2012112217,50,주간,목,1,1,0,0,0,충남,당진시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,소형,보행자,보행자,922347,1877066,126.6285377,36.88870816
2012,2012112620,35,야간,월,1,2,1,0,0,충남,부여군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,원동기장치자전거,원동기장치자전거,946796,1808916,126.9076132,36.27606029
2012,2012111013,30,주간,토,1,12,7,4,0,전북,부안군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,승합차,소형,승합차,소형,923714,1746062,126.6566869,35.70788425
2012,2012110717,42,주간,수,1,1,0,0,0,충남,천안시,차량단독,도로이탈,도로이탈 추락,운전자법규위반,기타(운전자법규위반),교차로,교차로부근,승용차,경형,0,0,982325,1861667,127.30199,36.75292172
2012,2012110622,30,야간,화,1,6,0,5,0,서울,강북구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,승합차,대형,보행자,보행자,958441,1960281,127.0289365,37.64106528
2012,2012111023,20,야간,토,1,1,0,0,0,대전,서구,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,소형,승합차,대형,986498,1811879,127.353507,36.30526858
2012,2012092405,45,야간,월,2,3,1,0,0,경북,상주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,0,0,1058448,1820962,128.1516753,36.38434986
2012,2012092607,40,주간,수,1,4,3,0,0,경기,수원시,차량단독,공작물충돌,공작물충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,0,0,957226,1926262,127.0189853,37.31630059
2012,2012092611,30,주간,수,1,1,0,0,0,대구,달서구,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,0,0,1088280,1760452,128.4774725,35.83660775
2012,2012102509,15,주간,목,1,1,0,0,0,충남,당진시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,보행자,보행자,924793,1871242,126.6565624,36.83641075
2012,2012102204,31,야간,월,1,1,0,0,0,울산,울주군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,0,0,1167439,1719274,129.3450862,35.45519934
2012,2012102616,15,주간,금,1,1,0,0,0,강원,평창군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,원동기장치자전거,원동기장치자전거,승용차,경형,1084521,1944580,128.4561725,37.49661406
2012,2012102618,25,야간,금,1,1,0,0,0,경북,상주시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,농기계,농기계,1063165,1825571,128.2046399,36.42559989
2012,2012102319,30,야간,화,1,1,0,0,0,경남,밀양시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,승용차,중형,이륜차,소형,1120524,1712202,128.8272102,35.39824468
2012,2012102719,55,야간,토,1,1,0,0,0,경남,창원시(통합),차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1103026,1696493,128.6315069,35.26036579
2012,2012101205,30,야간,금,1,1,0,0,0,경기,화성시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,0,0,929717,1907726,126.7083773,37.16564071
2012,2012091721,40,야간,월,1,1,0,0,0,서울,성북구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,차로위반(진로변경 위반),단일로,기타단일로,이륜차,소형,승용차,경형,958834,1955816,127.0336424,37.60083912
2012,2012092119,30,야간,금,1,2,0,1,0,충남,아산시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,원동기장치자전거,원동기장치자전거,승용차,경형,961093,1882141,127.0630874,36.93684911
2012,2012092105,20,야간,금,1,1,0,0,0,부산,기장군,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,승합차,대형,1161973,1704920,129.2820315,35.32673974
2012,2012092002,35,야간,목,1,1,0,0,0,전남,해남군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,913126,1621701,126.5527378,34.5857723
2012,2012091917,44,주간,수,1,1,0,0,0,대전,유성구,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,중형,0,0,988884,1821251,127.3760528,36.38866863
2012,2012092420,5,야간,월,1,1,0,0,0,경북,경산시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,중형,0,0,1116905,1758007,128.7939988,35.81157334
2012,2012080809,23,주간,수,1,1,0,0,0,충남,청양군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,이륜차,중형,화물차,소형,951340,1823525,126.9572921,36.40800066
2012,2012080417,50,주간,토,1,1,0,0,0,경북,성주군,차대차,기타,기타,운전자법규위반,중앙선 침범,단일로,기타단일로,자전거,자전거,승용차,중형,1070033,1769221,128.2762239,35.91713633
2012,2012080418,45,야간,토,2,4,2,0,0,경기,남양주시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,0,0,971033,1954916,127.1718744,37.59319226
2012,2012081214,45,주간,일,1,1,0,0,0,경남,창녕군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,0,0,1104376,1715226,128.6498101,35.42732881
2012,2012070702,30,야간,토,1,1,0,0,0,대전,유성구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,0,0,984490,1818827,127.3271067,36.36675457
2012,2012071206,10,주간,목,1,5,4,0,0,부산,사상구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,승용차,중형,1134273,1685689,128.9742335,35.15749769
2012,2012071311,10,주간,금,1,1,0,0,0,대전,동구,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,대형,보행자,보행자,994837,1815402,127.4424696,36.33598803
2012,2012071016,5,주간,화,1,3,2,0,0,경북,영천시,차대차,기타,기타,운전자법규위반,과속,교차로,교차로내,승용차,대형,이륜차,사발이,1134801,1764150,128.9930672,35.86464582
2012,2012070918,40,야간,월,1,2,1,0,0,광주,북구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,승용차,소형,보행자,보행자,948299,1687804,126.9321516,35.18420846
2012,2012071517,40,주간,일,1,4,0,3,0,전남,나주시,차대차,기타,기타,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,승용차,소형,화물차,소형,919839,1660890,126.6221949,34.93967536
2012,2012071419,51,야간,토,1,2,0,1,0,전북,군산시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,교차로,교차로부근,승용차,경형,화물차,소형,929951,1775040,126.7229159,35.96992711
2012,2012071415,5,주간,토,1,1,0,0,0,경기,의정부시,차대차,기타,기타,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,이륜차,중형,자전거,자전거,960091,1967756,127.0472292,37.70851152
2012,2012071420,20,야간,토,1,2,1,0,0,인천,서구,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,이륜차,소형,928025,1947210,126.6854866,37.52138105
2012,2012071405,30,야간,토,1,1,0,0,0,세종,세종,차대차,측면직각충돌,측면직각충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,화물차,소형,원동기장치자전거,원동기장치자전거,984357,1838953,127.3270752,36.546843
2012,2012071318,0,야간,금,1,1,0,0,0,경기,평택시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,보행자,보행자,963342,1888751,127.0880213,36.9965235
2012,2012071817,25,주간,수,1,5,2,2,0,경기,의왕시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,화물차,소형,953711,1927209,126.9774058,37.34275112
2012,2012071815,11,주간,수,1,1,0,0,0,전북,군산시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로내,승용차,중형,보행자,보행자,928831,1774757,126.71069,35.96696228
2012,2012071820,27,야간,수,1,1,0,0,0,전북,전주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,단일로,기타단일로,승용차,중형,자전거,자전거,964126,1762125,127.1026914,35.85501024
2012,2012071906,0,주간,목,1,1,0,0,0,서울,관악구,차량단독,공작물충돌,공작물충돌,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,화물차,대형,0,0,950888,1943207,126.944472,37.48680199
2012,2012072406,15,주간,화,2,2,0,0,0,충북,괴산군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,0,0,1019112,1859307,127.7140492,36.73161901
2012,2012073017,25,주간,월,1,1,0,0,0,경북,울진군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,0,0,1160771,1899673,129.3087607,37.08189779
2012,2012072820,30,야간,토,1,1,0,0,0,경남,함안군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,0,0,1097350,1699318,128.5705293,35.28462509
2012,2012091921,30,야간,수,1,1,0,0,0,서울,중구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,중앙선 침범,교차로,교차로부근,이륜차,중형,승용차,중형,955466,1951769,126.9957347,37.56420581
2012,2012092517,56,주간,화,1,3,1,1,0,전남,광양시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,소형,승용차,중형,1007823,1664891,127.5857079,34.97889555
2012,2012092303,20,야간,일,1,1,0,0,0,경기,고양시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,0,0,947313,1958054,126.902969,37.62042235
2012,2012080806,5,주간,수,1,1,0,0,0,경북,포항시,차대사람,차도통행중,차도통행중,운전자법규위반,중앙선 침범,단일로,기타단일로,건설기계,건설기계,보행자,보행자,1166972,1784121,129.3534454,36.03965488
2012,2012080616,45,주간,월,1,1,0,0,0,경남,의령군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,건설기계,건설기계,원동기장치자전거,원동기장치자전거,1081737,1709121,128.3998374,35.37440488
2012,2012080316,0,주간,금,1,1,0,0,0,전남,화순군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,964761,1672157,127.113621,35.04383118
2012,2012081400,5,야간,화,1,1,0,0,0,대전,서구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,989610,1813079,127.384257,36.31500295
2012,2012081402,30,야간,화,1,5,2,2,0,경북,경주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,0,0,1161166,1761403,129.2793527,35.83570287
2012,2012081914,10,주간,일,1,1,0,0,0,충북,청주시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,단일로,횡단보도상,승용차,경형,보행자,보행자,999028,1850137,127.4891255,36.64914436
2012,2012081623,0,야간,목,1,3,0,2,0,충남,당진시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,대형,승용차,중형,926458,1875441,126.6748266,36.87439033
2012,2012081812,40,주간,토,1,1,0,0,0,인천,계양구,차대사람,보도통행중,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,931357,1949622,126.7231441,37.54354634
2012,2012081811,0,주간,토,1,2,1,0,0,경북,봉화군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,0,0,1114042,1890444,128.7817794,37.00557797
2012,2012081903,27,야간,일,1,1,0,0,0,경기,광주시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,소형,0,0,975089,1927600,127.2186631,37.34719442
2012,2012081803,36,야간,토,1,1,0,0,0,대구,수성구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,부당한 회전,교차로,교차로부근,이륜차,소형,승용차,중형,1102355,1759277,128.6331406,35.82464732
2012,2012082322,20,야간,목,1,1,0,0,0,울산,울주군,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,화물차,대형,1161390,1714941,129.2776,35.41714875
2012,2012082406,0,주간,금,1,1,0,0,0,충남,부여군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,농기계,농기계,0,0,935490,1808433,126.7816992,36.27104294
2012,2012082805,50,야간,화,1,1,0,0,0,부산,사하구,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1134951,1673964,128.9797634,35.05171463
2012,2012082703,4,야간,월,1,2,1,0,0,서울,강동구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,화물차,소형,보행자,보행자,966850,1949299,127.1247462,37.54242293
2012,2012082522,0,야간,토,1,1,0,0,0,제주,서귀포시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,0,0,914984,1477635,126.5879481,33.2845332
2012,2012090109,55,주간,토,1,1,0,0,0,경기,수원시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,952977,1916663,126.969787,37.24765688
2012,2012090113,30,주간,토,1,2,0,1,0,충남,당진시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,화물차,소형,건설기계,건설기계,928252,1888998,126.6936592,36.99648277
2012,2012083119,43,야간,금,1,1,0,0,0,경기,안산시,차대차,기타,기타,운전자법규위반,교차로 통행방법 위반,교차로,교차로부근,특수차,대형,자전거,자전거,941696,1925640,126.8418895,37.32793228
2012,2012090414,14,주간,화,1,1,0,0,0,서울,마포구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,보행자,보행자,951867,1951013,126.9546585,37.55747042
2012,2012090413,35,주간,화,1,2,0,1,0,인천,중구,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,대형,화물차,소형,922821,1941191,126.6258094,37.46753197
2012,2012090913,50,주간,일,1,1,0,0,0,강원,원주시,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로내,이륜차,중형,승용차,중형,1040237,1924511,127.9541239,37.3187144
2012,2012101621,0,야간,화,1,1,0,0,0,부산,사상구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,보행자,보행자,1135520,1685852,128.9879474,35.15879965
2012,2012101615,8,주간,화,1,2,0,1,0,전남,고흥군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,농기계,농기계,987816,1630153,127.3670179,34.66559621
2012,2012092917,0,주간,토,1,1,0,0,0,강원,인제군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,교량위,이륜차,중형,0,0,1061299,2012519,128.1992363,38.11075072
2012,2012100507,50,주간,금,1,1,0,0,0,대구,서구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,승용차,소형,보행자,보행자,1096778,1764479,128.5720404,35.8721074
2012,2012092616,50,주간,수,1,1,0,0,0,서울,도봉구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,960229,1961534,127.0491343,37.65243795
2012,2012092616,50,주간,수,1,1,0,0,0,경기,화성시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,이륜차,소형,937408,1896467,126.8146115,37.08078634
2012,2012092714,40,주간,목,1,1,0,0,0,전북,전주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,자전거,자전거,967766,1760859,127.1430553,35.84372253
2012,2012100204,55,야간,화,1,1,0,0,0,경기,안양시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,보행자,보행자,951940,1933905,126.9569775,37.40301521
2012,2012091919,5,야간,수,1,1,0,0,0,경남,하동군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1031948,1680282,127.8506087,35.11720509
2012,2012091915,35,주간,수,1,1,0,0,0,경기,남양주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,소형,0,0,981612,1960606,127.2915647,37.64475095
2012,2012092515,25,주간,화,2,2,0,0,0,경기,용인시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,화물차,대형,974266,1913450,127.2099405,37.21952658
2012,2012081014,1,주간,금,1,1,0,0,0,강원,속초시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,소형,자전거,자전거,1095101,2023655,128.5862502,38.2081706
2012,2012080813,35,주간,수,1,1,0,0,0,서울,도봉구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,차로위반(진로변경 위반),단일로,횡단보도부근,승용차,중형,승용차,경형,959901,1964287,127.0452647,37.67723683
2012,2012081614,44,주간,목,1,1,0,0,0,서울,영등포구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,이륜차,중형,946325,1947932,126.9015614,37.50607069
